campus,title,dept,annual_ftr,ftr_basis,frac_fte,amt_from_gen_fund
Ann Arbor,leo lecturer ii,Ross School of Business,204056.15,9-Month,1,127535.09
Ann Arbor,leo lecturer iv,CoE Undergraduate Education,76799.17,9-Month,1,76799.17
Ann Arbor,clinical professor,Pathology Department,182760,12-Month,1,0
Ann Arbor,professor,Pathology Department,284612,12-Month,0.3,0
Ann Arbor,leo lecturer i,"School of Music,Theatre&Dance",51000,8-Month,0.31,15758.4
Ann Arbor,leo lecturer i,LSA English Language & Lit.,52530,8-Month,1,51939.84
Ann Arbor,professor,LSA English Language & Lit.,125354,9-Month,0.5,62677
Ann Arbor,professor,LSA Women's Studies,125354,9-Month,0.5,62677
Ann Arbor,professor,Mechanical Engineering,168346,9-Month,1,144917.29
Ann Arbor,assoc professor,Nuclear Eng & Radiological Sci,125000,9-Month,1,100000
Ann Arbor,professor,LSA Physics,134943,9-Month,1,134943
Ann Arbor,leo lecturer iv,LSA Ecology & Evolutionary Bio,89210.88,9-Month,1,89210.88
Ann Arbor,asst professor,Int Med-Gastroenterology,225000,12-Month,0.83,8044.9
Ann Arbor,assoc professor,DENT Bio & Materials Science,127050,12-Month,1,26680.5
Ann Arbor,professor,COE EECS - ECE Division,269598,9-Month,1,242638.2
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",92372,9-Month,1,55423.2
Ann Arbor,asst professor,School of Nursing,97409.53,9-Month,1,97409.53
Ann Arbor,leo lecturer iii,EECS - CSE Division,98425,9-Month,1,98425
Ann Arbor,professor,LSA Molec./Cell./Develop. Bio,148933,9-Month,1,148933
Ann Arbor,professor,LSA Physics,154436,9-Month,1,135131.5
Ann Arbor,professor,Plastic Surgery Section,220000,12-Month,1,0
Ann Arbor,asst professor,Mechanical Engineering,101500,9-Month,1,101500
Ann Arbor,assoc professor,School of Kinesiology,110632,9-Month,1,110632
Ann Arbor,professor,LSA Communication and Media,175150,9-Month,0.75,131362.5
Ann Arbor,asst professor,Human Genetics Department,135517.2,12-Month,0.05,6775.86
Ann Arbor,research asst professor,Michigan Neuroscience Inst,135516.84,12-Month,0.95,94861.52
Ann Arbor,assoc professor,Obstetrics and Gynecology Dept,100732.5,12-Month,1,0
Ann Arbor,adjunct clin asst professor,DENT Ortho/Peds Dentistry,57148.8,12-Month,0.05,2857.44
Ann Arbor,asst professor,LSA Molec./Cell./Develop. Bio,85686,9-Month,1,85686
Ann Arbor,professor,LSA American Culture,107381,9-Month,0.5,53690.5
Ann Arbor,professor,LSA Romance Languages & Lit.,107381,9-Month,0.5,53690.5
Ann Arbor,clinical lecturer,Pediatrics-Cardiology,92000,12-Month,1,920
Ann Arbor,asst professor,Int Med-Pulm./Critical Care,195000,12-Month,1,46250.1
Ann Arbor,asst professor,School of Social Work,95000,9-Month,1,95000
Ann Arbor,assoc professor,LSA Sociology,124760,9-Month,1,124760
Ann Arbor,asst professor,Health Management and Policy,113000,9-Month,1,113000
Ann Arbor,professor,Ross School of Business,359000,9-Month,0.66,114990.11
Ann Arbor,professor,COE EECS - ECE Division,202824,9-Month,1,192682.8
Ann Arbor,asst professor,Thoracic Surgery Section,220000,12-Month,0.66,0
Ann Arbor,asst professor,Int Med-General Medicine,191000,12-Month,0.83,30219.3
Ann Arbor,assoc professor,School of Information,174896.06,9-Month,0.65,87439.22
Ann Arbor,professor,Chemical Engineering Dept,193750,9-Month,0.25,48437.5
Ann Arbor,professor,Materials Science & Engin.,193750,9-Month,0.25,48437.5
Ann Arbor,asst professor,LSA English Language & Lit.,81606,9-Month,1,81606
Ann Arbor,leo lecturer i,Civil & Environmental Engr,55000,8-Month,0.4,21775.76
Ann Arbor,professor,Materials Science & Engin.,180223,9-Month,1,171211.85
Ann Arbor,assoc professor,Int Med-Rheumatology,225000,12-Month,0.6,0
Ann Arbor,professor,EECS - CSE Division,211977,9-Month,0.5,0
Ann Arbor,professor,LSA Economics,218500,9-Month,0.33,72815.13
Ann Arbor,research professor,SRC - Life-Cycle Economics,291333,12-Month,0.66,0
Ann Arbor,clinical lecturer,Anesthesiology Department,185000,12-Month,1,0
Ann Arbor,professor,"School of Music,Theatre&Dance",114283.51,9-Month,1,114283.51
Ann Arbor,clinical professor,Radiation Oncology - Ann Arbor,204385.15,12-Month,1,0
Ann Arbor,professor,LSA Mathematics,180000,9-Month,1,180000
Ann Arbor,professor,Int Med-Pulm./Critical Care,225000,12-Month,1,15556.5
Ann Arbor,leo lecturer iii,Biological Chemistry Dept,84460,12-Month,1,84460
Ann Arbor,professor,School of Information,171000,9-Month,1,171000
Ann Arbor,clinical professor,Pathology Department,199000,12-Month,1,0
Ann Arbor,leo lecturer i,LSA UG: Comprehensive Studies,52530,8-Month,1,51939.84
Ann Arbor,professor,Climate and Space Sciences Eng,161192,9-Month,1,118476.12
Ann Arbor,asst professor,DLHS Division of LKS,123202.06,12-Month,1,95481.6
Ann Arbor,leo intermittent lecturer,COE EECS - ECE Division,103000,8-Month,0.4,40737.04
Ann Arbor,clinical lecturer,Urology,105560,12-Month,0.25,0
Ann Arbor,professor,Int Med-General Medicine,225000,12-Month,0.52,0
Ann Arbor,research professor,SRC-Health Econ & Publc Policy,335009,12-Month,0.25,0
Ann Arbor,professor,LSA Earth & Environmental Sci.,171642,9-Month,1,171642
Ann Arbor,assoc professor,LSA History,94160,9-Month,0.5,47080
Ann Arbor,assoc professor,LSA Romance Languages & Lit.,94160,9-Month,0.25,23540
Ann Arbor,professor,G. Ford Sc Pub Pol,270113,9-Month,1,191726.21
Ann Arbor,clinical professor,Int Med-Hematology/Oncology,225000,12-Month,1,553.5
Ann Arbor,assoc professor,Microbiology and Immunology,120000,12-Month,1,57600
Ann Arbor,professor,Molec & Integrative Physiology,152558,12-Month,1,76279
Ann Arbor,leo lecturer iv,LSA Mathematics,108639.91,9-Month,0.5,54319.96
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,59122,9-Month,1,59122
Ann Arbor,professor,LSA Physics,132586,9-Month,1,132586
Ann Arbor,assoc professor,Urban and Regional Planning,110916,9-Month,1,107200.31
Ann Arbor,research professor,PHARMACY Medicinal Chemistry,175136,12-Month,0.22,0
Ann Arbor,professor,School of Nursing,265740,12-Month,0.5,93410.27
Ann Arbor,professor,LSA English Language & Lit.,115664,9-Month,1,115664
Ann Arbor,leo adjunct lecturer,Epidemiology Department,52530,8-Month,0.25,13132.48
Ann Arbor,professor,Chemical Engineering Dept,305645,9-Month,1,152822.5
Ann Arbor,leo lecturer iv,LSA American Culture,62734.1,9-Month,1,62734.1
Ann Arbor,asst professor,EECS - CSE Division,124000,9-Month,0.2,0
Ann Arbor,adjunct clinical professor,DENT Orthodontics,93002,12-Month,0.05,4650.1
Ann Arbor,leo lecturer iv,LSA Romance Languages & Lit.,60242.33,9-Month,1,60242.33
Ann Arbor,professor,LSA History,128706,9-Month,1,64353
Ann Arbor,assoc professor,Civil & Environmental Engr,126451,9-Month,1,126451
Ann Arbor,professor,SOE-CSHPE,143915.86,9-Month,1,143915.86
Ann Arbor,leo lecturer ii,LSA Physics,77021.02,8-Month,1,76155.6
Ann Arbor,professor,Nuclear Eng & Radiological Sci,226053,9-Month,0.55,113026.43
Ann Arbor,assoc professor,Int Med-Infectious Diseases,188080,12-Month,0.7,6582.8
Ann Arbor,assoc professor,Microbiology and Immunology,178637.72,12-Month,0.3,13397.83
Ann Arbor,research asst professor,PHARMACY Pharmaceutical Sci,90000,12-Month,1,18000
Ann Arbor,assoc professor,LSA Political Science,160224,9-Month,0.5,80112
Ann Arbor,assoc professor,Industrial & Operations Engin,128500,9-Month,0.8,89950
Ann Arbor,leo lecturer ii,LSA Romance Languages & Lit.,55828.58,9-Month,1,55828.58
Ann Arbor,leo lecturer iv,Ross School of Business,279142.74,12-Month,0.77,217103.26
Ann Arbor,professor,Int Med-Cardiology,225000,12-Month,1,12188.25
Ann Arbor,clinical lecturer,Obstetrics and Gynecology Dept,76928,12-Month,1,0
Ann Arbor,professor,Radiation Oncology - Ann Arbor,332460,12-Month,1,0
Ann Arbor,leo lecturer iv,LSA American Culture,73018.86,9-Month,0.33,24333.54
Ann Arbor,leo lecturer iv,LSA Women's and Gender Studies,73018.81,9-Month,0.66,48685.29
Ann Arbor,clinical professor,Orthopaedic Surgery,205000,12-Month,1,0
Ann Arbor,assoc professor,LSA History of Art,82838,9-Month,1,82838
Ann Arbor,professor,LSA Near Eastern Studies,66010,9-Month,1,66010
Ann Arbor,asst professor,Environmental Health Sciences,91000,9-Month,1,91000
Ann Arbor,asst professor,LSA Mathematics,59000,9-Month,1,29500
Ann Arbor,leo intermittent lecturer,EECS - CSE Division,98105.44,8-Month,0.8,77602.48
Ann Arbor,adjunct clin asst professor,"DENTCariology,Restor Sci &Endo",66275,12-Month,0.2,13255
Ann Arbor,professor,G. Ford Sc Pub Pol,357185,9-Month,0.5,133944.38
Ann Arbor,professor,LSA Economics,351000,9-Month,0.5,122850
Ann Arbor,leo intermittent lecturer,SOE- Teacher Education,52530,8-Month,0.25,12984.96
Ann Arbor,clinical professor,Pediatrics-Neurology,230625,12-Month,1,6918.75
Ann Arbor,asst professor,Int Med-Gastroenterology,225000,12-Month,1,0
Ann Arbor,assoc professor,Int Med-Genetic Medicine,131470,12-Month,0.1,13147
Ann Arbor,research associate professor,Life Sciences Institute-Admin,141495.54,12-Month,0.9,0
Ann Arbor,leo lecturer ii,LSA UG: Comprehensive Studies,67893.24,9-Month,1,67893.24
Ann Arbor,leo lecturer ii,LSA UG: Comprehensive Studies,63260.54,8-Month,1,62549.76
Ann Arbor,asst professor,EECS - CSE Division,120000,9-Month,1,120000
Ann Arbor,asst professor,COE EECS - ECE Division,114227,9-Month,1,114227
Ann Arbor,professor,LSA Psychology,154321,9-Month,0.25,38580.25
Ann Arbor,leo adjunct asst professor,Epidemiology Department,53040.96,8-Month,0.25,13111.28
Ann Arbor,research asst professor,Epidemiology Department,76720,12-Month,0.75,3836.19
Ann Arbor,assoc professor,EECS - CSE Division,134000,9-Month,0.5,56950
Ann Arbor,professor,Industrial & Operations Engin,264375,9-Month,1,251156.25
Ann Arbor,leo lecturer i,LSA American Culture,51000,8-Month,0.66,33622.16
Ann Arbor,asst professor,Ross School of Business,179500,9-Month,1,179500
Ann Arbor,professor,Pediatrics-Endocrinology,219250,12-Month,0.7,0
Ann Arbor,assoc professor,Molec & Integrative Physiology,126072,12-Month,1,49168.08
Ann Arbor,asst professor,Pharmacology Department,113300,12-Month,1,84975
Ann Arbor,professor,PHARMACY Pharmaceutical Sci,143665,12-Month,1,143665
Ann Arbor,professor,Ophthalmology & Visual Science,300000,12-Month,1,0
Ann Arbor,professor,Civil & Environmental Engr,142000,9-Month,1,142000
Ann Arbor,assoc professor,School of Social Work,142571.09,9-Month,0.85,121185.43
Ann Arbor,research associate professor,SRC-Survey Methodology,175000,12-Month,1,0
Ann Arbor,asst professor,LSA Psychology,87019.26,9-Month,1,81798.1
Ann Arbor,asst professor,Anesthesiology Department,100315,12-Month,1,0
Ann Arbor,research asst professor,Psychiatry Department,82549.35,12-Month,1,7549.96
Ann Arbor,leo adjunct lecturer,LSA Statistics,68000,8-Month,0.33,22406.4
Ann Arbor,professor,Ross School of Business,344500,9-Month,1,255343.4
Ann Arbor,professor,LSA Ecology & Evolutionary Bio,98430,9-Month,1,98430
Ann Arbor,clinical professor,Int Med-Cardiology,225000,12-Month,0.4,0
Ann Arbor,professor,LSA Chemistry,130212,9-Month,1,125329.05
Ann Arbor,leo lecturer iv,Ross School of Business,243372.39,12-Month,1,243372.39
Ann Arbor,asst professor,DENT Periodontics and Oral Med,125000,12-Month,1,59375
Ann Arbor,professor emeritus/a,Int Med-Nephrology,180000,12-Month,0.09,0
Ann Arbor,professor,Ross School of Business,240000,9-Month,1,228000
Ann Arbor,asst professor,Molec & Integrative Physiology,123278.29,12-Month,0.7,34517.92
Ann Arbor,asst professor,IntMed-Geri & Palliative Med.,114884,12-Month,0.3,3446.52
Ann Arbor,leo lecturer iv,G. Ford Sc Pub Pol,79043.97,9-Month,0.5,39521.99
Ann Arbor,professor,LSA Anthropology,120554,9-Month,1,120554
Ann Arbor,professor,Sch for Environ and Sustain,195000,9-Month,0.75,146250
Ann Arbor,professor,Program in the Environment,195000,9-Month,0.25,48750
Ann Arbor,assoc professor,LSA Anthropology,99183,9-Month,1,99183
Ann Arbor,asst professor,Biomedical Engineering - MS,130020,12-Month,1,68260.5
Ann Arbor,leo lecturer iii,Ross School of Business,170049.67,12-Month,0.59,101562.17
Ann Arbor,asst professor,Chemical Engineering Dept,109799,9-Month,1,109799
Ann Arbor,professor,Ross School of Business,169000,9-Month,1,169000
Ann Arbor,asst professor,LSA History of Art,79546,9-Month,0.5,19886.5
Ann Arbor,asst professor,LSA Romance Languages & Lit.,79546,9-Month,0.5,19886.5
Ann Arbor,professor,LSA Classical Studies,130101,9-Month,1,84565.65
Ann Arbor,research professor,Department of Radiology,176000,12-Month,1,0
Ann Arbor,professor emeritus/a,Biostatistics Department,138912.14,8-Month,0.08,11434.48
Ann Arbor,asst professor,School of Kinesiology,90000,9-Month,1,19350
Ann Arbor,assoc professor,Climate and Space Sciences Eng,140000,9-Month,1,98000
Ann Arbor,professor,Otorhinolaryngology Department,240000,12-Month,0.5,0
Ann Arbor,research asst professor,PHARMACY Clinical Pharmacy,100101,12-Month,1,90090.9
Ann Arbor,asst professor,Nutritional Sciences,99900,9-Month,1,84915
Ann Arbor,leo lecturer iv,Industrial & Operations Engin,98272.18,9-Month,1,98272.18
Ann Arbor,professor,LSA Economics,350000,9-Month,1,350000
Ann Arbor,research professor,ICPSR - Administration,327800,12-Month,1,0
Ann Arbor,assoc professor,LSA Earth & Environmental Sci.,107208.03,9-Month,0.75,80406.02
Ann Arbor,assoc professor,Program in the Environment,107208.03,9-Month,0.25,26802.01
Ann Arbor,clinical professor,G. Ford Sc Pub Pol,150000,9-Month,0.5,75000
Ann Arbor,professor,LSA Statistics,195000,9-Month,1,195000
Ann Arbor,assoc professor,Int Med-General Medicine,225000,12-Month,1,24934.5
Ann Arbor,professor,Urban and Regional Planning,154178,9-Month,1,154178
Ann Arbor,asst professor,LSA Organizational Studies,90303,9-Month,1,90303
Ann Arbor,assoc professor,LSA English Language & Lit.,93222,9-Month,0.5,0
Ann Arbor,assoc professor,LSA Judaic Studies,93222,9-Month,0.5,0
Ann Arbor,leo lecturer iii,LSA Linguistics,69010,9-Month,1,69010
Ann Arbor,professor,LSA English Language & Lit.,159229,9-Month,1,79614.5
Ann Arbor,clinical professor,G. Ford Sc Pub Pol,150858,9-Month,0.5,75429
Ann Arbor,assoc professor,LSA Sociology,135008,9-Month,1,135008
Ann Arbor,research professor,SRC-Health Econ & Publc Policy,256266,12-Month,1,0
Ann Arbor,assoc professor,LSA English Language & Lit.,94903,9-Month,1,94903
Ann Arbor,professor,G. Ford Sc Pub Pol,309300,9-Month,0.25,77325
Ann Arbor,professor,LSA DAAS,309300,9-Month,0.12,38662.5
Ann Arbor,professor,LSA History,309300,9-Month,0.12,38662.5
Ann Arbor,leo lecturer i,CoE Technical Communications,52530,8-Month,1,51939.76
Ann Arbor,professor,LSA Psychology,211445,9-Month,1,211445
Ann Arbor,assoc professor,Pediatrics-Pulmonary Medicine,173790,12-Month,1,1737.9
Ann Arbor,research asst professor,Anesthesiology Department,74624,12-Month,1,0
Ann Arbor,asst professor,Biostatistics Department,110000,9-Month,1,110000
Ann Arbor,asst professor,LSA Mathematics,59476,9-Month,1,59476
Ann Arbor,professor,LSA Molec./Cell./Develop. Bio,111744,9-Month,1,111744
Ann Arbor,professor,LSA Earth & Environmental Sci.,125792,9-Month,1,125792
Ann Arbor,assoc professor,Ross School of Business,230000,9-Month,1,218500
Ann Arbor,asst professor,LSA Mathematics,60000,9-Month,1,60000
Ann Arbor,professor,Human Genetics Department,193410.23,12-Month,0.75,34813.84
Ann Arbor,professor,Comp Med and Bioinformatics,183409.8,12-Month,0.25,45852.45
Ann Arbor,clinical lecturer,DENT Periodontics and Oral Med,68000,12-Month,0.6,0
Ann Arbor,leo lecturer iv,LSA Asian Languages & Cultures,91773.79,9-Month,1,91773.79
Ann Arbor,professor,LSA Physics,137280,9-Month,1,137280
Ann Arbor,professor,School of Social Work,152440.24,9-Month,1,152440.24
Ann Arbor,asst professor,LSA Molec./Cell./Develop. Bio,88500,9-Month,1,88500
Ann Arbor,asst professor,DENT Bio & Materials Science,118132.52,12-Month,0.25,29533.13
Ann Arbor,research asst professor,Life Sciences Institute-Admin,115568.75,12-Month,0.75,0
Ann Arbor,research professor,GSA - Administration (GSA/ADM),135565.04,12-Month,1,0
Ann Arbor,assoc professor,Int Med-Hematology/Oncology,220000,12-Month,1,29387.6
Ann Arbor,asst professor,LSA Mathematics,65000,9-Month,1,29159
Ann Arbor,leo lecturer iii,LSA Sweetland Writing Center,56408.73,9-Month,1,56408.73
Ann Arbor,asst professor,LSA Mathematics,59000,9-Month,1,59000
Ann Arbor,professor,Civil & Environmental Engr,222450,9-Month,1,189082.5
Ann Arbor,professor,Biostatistics Department,200825,9-Month,1,90590.15
Ann Arbor,asst professor,Materials Science & Engin.,105000,9-Month,1,105000
Ann Arbor,asst professor,GSA - Administration (GSA/ADM),130113.72,12-Month,1,0
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,57538.38,9-Month,1,57538.38
Ann Arbor,professor,Pediatrics-Infectious Diseases,244146,12-Month,1,0
Ann Arbor,professor,Health Management and Policy,149725,9-Month,1,87575.65
Ann Arbor,leo intermittent lecturer,Law School,103000,8-Month,0.2,20368.56
Ann Arbor,assoc professor,Mechanical Engineering,116965,9-Month,1,114040.88
Ann Arbor,leo lecturer i,LSA Romance Languages & Lit.,52530,8-Month,1,51939.76
Ann Arbor,leo lecturer i,LSA Philosophy,52530,8-Month,0.75,38954.8
Ann Arbor,professor emeritus/a,Ophthalmology & Visual Science,300000,12-Month,0.5,0
Ann Arbor,professor,Pathology Department,208635,12-Month,1,14604.45
Ann Arbor,professor,LSA History,157539,9-Month,1,149662.05
Ann Arbor,professor,Climate and Space Sciences Eng,174500,9-Month,1,130875
Ann Arbor,professor,Cardiac Surgery,194319.08,12-Month,1,0
Ann Arbor,clinical lecturer,Ophthalmology & Visual Science,55000,12-Month,1,0
Ann Arbor,assoc professor,G. Ford Sc Pub Pol,97277,9-Month,1,97277
Ann Arbor,research professor,Life Sciences Institute-Admin,192168.45,12-Month,1,0
Ann Arbor,assoc professor,Thoracic Surgery Section,220000,12-Month,1,0
Ann Arbor,clinical lecturer,Department of Radiology,75388,12-Month,1,0
Ann Arbor,asst professor,Psychiatry Department,197000,12-Month,0.2,3400
Ann Arbor,assoc professor,Chemical Engineering Dept,120297,9-Month,1,114282.15
Ann Arbor,professor,Chemical Engineering Dept,213805,9-Month,0.25,28198.74
Ann Arbor,clinical lecturer,Pediatrics-Nephrology,96667,12-Month,1,966.67
Ann Arbor,asst professor,Sch for Environ and Sustain,94741.69,9-Month,1,94741.69
Ann Arbor,leo adjunct lecturer,SMTD Department of Theatre,52530,9-Month,0.45,23638.5
Ann Arbor,assoc professor,School of Information,153000,9-Month,1,153000
Ann Arbor,professor,Chemical Engineering Dept,203250,9-Month,0.65,55526.88
Ann Arbor,asst professor,School of Kinesiology,90917.01,9-Month,1,90917.01
Ann Arbor,professor,Epidemiology Department,160025,9-Month,0.58,6988.93
Ann Arbor,professor,Law School,302755,9-Month,1,217983.6
Ann Arbor,asst professor,Law School,174000,9-Month,1,174000
Ann Arbor,professor,Biostatistics Department,219283,9-Month,0.4,62213.22
Ann Arbor,research professor,SRC-Survey Methodology,292377,12-Month,0.2,0
Ann Arbor,assoc professor,Mechanical Engineering,121000,9-Month,1,114950
Ann Arbor,assoc professor,DENT Prosthodontics,141000,12-Month,1,141000
Ann Arbor,asst professor,LSA Economics,155500,9-Month,1,155500
Ann Arbor,assoc professor,Obstetrics and Gynecology Dept,185134,12-Month,1,0
Ann Arbor,professor,LSA Physics,136754,9-Month,1,136754
Ann Arbor,asst professor,Comp Med and Bioinformatics,133900,12-Month,1,52221
Ann Arbor,asst professor,LSA History of Art,90000,9-Month,1,90000
Ann Arbor,professor,COE EECS - ECE Division,188000,9-Month,0.5,65800
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,58291.75,9-Month,1,58291.75
Ann Arbor,asst professor,LSA Mathematics,60000,9-Month,1,60000
Ann Arbor,leo lecturer ii,LSA Asian Languages & Cultures,63705.97,9-Month,1,63705.97
Ann Arbor,professor,Civil & Environmental Engr,172500,9-Month,1,172500
Ann Arbor,assoc professor,School of Nursing,128606.05,9-Month,1,128606.05
Ann Arbor,research asst professor,Psychiatry Department,80982.21,12-Month,1,4049.11
Ann Arbor,professor,Industrial & Operations Engin,181927,9-Month,1,181927
Ann Arbor,asst professor,LSA Mathematics,58310,9-Month,1,58310
Ann Arbor,assoc professor,Biomedical Engineering,123500,9-Month,0.75,43224.38
Ann Arbor,assoc professor,COE EECS - ECE Division,123500,9-Month,0.25,30875
Ann Arbor,leo intermittent lecturer,Climate and Space Sciences Eng,52530,8-Month,0.4,20775.92
Ann Arbor,research professor,Climate and Space Sciences Eng,301700,12-Month,0.5,15085
Ann Arbor,asst professor,LSA Sociology,93250,9-Month,1,93250
Ann Arbor,professor,Radiation Oncology - Ann Arbor,169954.34,12-Month,1,0
Ann Arbor,professor,Pediatrics-Cardiology,201943.75,12-Month,0.8,2019.44
Ann Arbor,leo lecturer iv,LSA UG: Comprehensive Studies,74727.84,9-Month,1,74727.84
Ann Arbor,professor,Law School,286595,9-Month,1,257935.5
Ann Arbor,professor,LSA Earth & Environmental Sci.,142136,9-Month,1,142136
Ann Arbor,professor,Int Med-Gastroenterology,225000,12-Month,0.7,21519.23
Ann Arbor,asst professor,DENT Bio & Materials Science,120000,12-Month,1,48000
Ann Arbor,assoc professor,Pathology Department,206052.14,12-Month,0.85,30468.11
Ann Arbor,leo lecturer ii,Coll of Arch & Urban Planning,55828.58,9-Month,0.5,27914.29
Ann Arbor,leo intermittent lecturer,Hlth Behavior & Hlth Ed Dept,86960,8-Month,0.25,21495.76
Ann Arbor,clinical professor,Neurology Department,198344,12-Month,1,0
Ann Arbor,research professor,Family Medicine,134780,12-Month,0.2,0
Ann Arbor,assoc professor,Molec & Integrative Physiology,127479,12-Month,1,114731.1
Ann Arbor,leo lecturer i,School of Nursing,52530,8-Month,1,51939.76
Ann Arbor,professor,LSA Asian Languages & Cultures,244812,9-Month,1,232571.4
Ann Arbor,clinical professor,Pediatrics-Gastroenterology,232266,12-Month,1,2322.66
Ann Arbor,leo lecturer iv,LSA UG: Residential College,97202.76,9-Month,1,97202.76
Ann Arbor,assoc professor,LSA Psychology,103463.5,9-Month,1,103463.5
Ann Arbor,assoc professor,LSA Ecology & Evolutionary Bio,102300,9-Month,0.5,51150
Ann Arbor,assoc professor,Program in the Environment,102300,9-Month,0.5,51150
Ann Arbor,leo lecturer i,LSA Astronomy,74662.64,8-Month,1,73823.76
Ann Arbor,clinical lecturer,Orthopaedic Surgery,200000,12-Month,1,0
Ann Arbor,clinical lecturer,Pediatric Surgery Section,81260,12-Month,1,0
Ann Arbor,professor,LSA Physics,142780,9-Month,1,142780
Ann Arbor,professor,School of Nursing,206647.98,12-Month,0.5,63863.52
Ann Arbor,clinical professor,Neurology Department,220000,12-Month,1,0
Ann Arbor,assoc professor,LSA Philosophy,73960,9-Month,1,73960
Ann Arbor,asst professor,LSA Women's Studies,82366,9-Month,1,82366
Ann Arbor,leo lecturer iii,Biomedical Engineering,82000,9-Month,1,82000
Ann Arbor,professor,Materials Science & Engin.,139500,9-Month,0.75,104625
Ann Arbor,professor,Biomedical Engineering,139500,9-Month,0.25,34875
Ann Arbor,professor,Civil & Environmental Engr,211974,9-Month,1,201375.3
Ann Arbor,professor,Ross School of Business,311200,9-Month,1,144925.84
Ann Arbor,professor,School of Nursing,206197,12-Month,0.5,1334.09
Ann Arbor,professor,Molec & Integrative Physiology,228103,12-Month,1,119587.56
Ann Arbor,asst professor,LSA Political Science,100940,9-Month,1,100940
Ann Arbor,leo lecturer i,LSA Philosophy,79142.2,8-Month,1,78252.96
Ann Arbor,clinical professor,Pathology Department,205836.47,12-Month,0.85,0
Ann Arbor,professor,Neurosurgery,293300.97,12-Month,1,0
Ann Arbor,professor emeritus/a,Pediatrics-Develop.-Behavioral,197300,12-Month,0.02,0
Ann Arbor,clinical professor,Emergency Medicine UM CES,225000,12-Month,0.4,4847.4
Ann Arbor,asst professor,LSA Communication and Media,81500,9-Month,1,81500
Ann Arbor,professor,COE EECS - ECE Division,164480,9-Month,1,164480
Ann Arbor,professor,Mechanical Engineering,161547,9-Month,1,161547
Ann Arbor,clinical lecturer,Department of Radiology,75388,12-Month,1,0
Ann Arbor,professor,LSA Physics,126468,9-Month,1,126468
Ann Arbor,professor,Surgery Department,220000,12-Month,1,0
Ann Arbor,assoc professor,SMTD Department of Theatre,90478.85,9-Month,0.5,45239.42
Ann Arbor,assoc professor,LSA UG: Residential College,105552,9-Month,0.5,52776
Ann Arbor,clinical professor,Pathology Department,213000,12-Month,0.88,0
Ann Arbor,leo lecturer iii,LSA Judaic Studies,54590,9-Month,1,0
Ann Arbor,asst professor,School of Kinesiology,89603.61,9-Month,1,89603.61
Ann Arbor,clinical lecturer,Int Med-Nephrology,80000,12-Month,0.22,0
Ann Arbor,leo lecturer ii,LSA UG: Curriculum Support,56100,9-Month,0.33,18695.33
Ann Arbor,professor,Pathology Department,223492.7,12-Month,0.8,4931.14
Ann Arbor,research professor,Mary H Weiser Food Allergy Ctr,223492.49,12-Month,0.2,11174.63
Ann Arbor,clinical professor,Int Med-Hospital Medicine,225000,12-Month,1,0
Ann Arbor,professor,Department of Radiology,200000,12-Month,1,0
Ann Arbor,professor,Pediatrics-Pulmonary Medicine,221027,12-Month,1,24312.97
Ann Arbor,professor,Pediatrics-Develop.-Behavioral,224356.44,12-Month,0.25,0
Ann Arbor,asst professor,LSA Mathematics,59476,9-Month,1,59476
Ann Arbor,professor,LSA Political Science,226908,9-Month,1,226908
Ann Arbor,professor,LSA Political Science,279488,9-Month,1,27948.8
Ann Arbor,assoc professor,"School of Music,Theatre&Dance",98086.72,9-Month,1,98086.72
Ann Arbor,professor,LSA Psychology,124320.9,9-Month,1,124320.9
Ann Arbor,leo lecturer ii,School of Kinesiology,60515.59,9-Month,1,60515.59
Ann Arbor,clinical lecturer,Obstetrics and Gynecology Dept,73265,12-Month,1,0
Ann Arbor,asst professor,PHARMACY Clinical Pharmacy,121551,12-Month,1,30387.75
Ann Arbor,professor,"School of Music,Theatre&Dance",110549.74,9-Month,1,110549.74
Ann Arbor,leo lecturer iii,LSA UG: Residential College,55620,9-Month,1,55620
Ann Arbor,professor,Civil & Environmental Engr,206100,9-Month,0.5,103050
Ann Arbor,leo lecturer i,LSA English Language & Lit.,52530,8-Month,1,51939.76
Ann Arbor,professor,Ross School of Business,262000,9-Month,0.75,83709
Ann Arbor,professor,Sch for Environ and Sustain,236161.62,9-Month,0.25,35424.25
Ann Arbor,assoc professor,LSA English Language & Lit.,108687,9-Month,1,108687
Ann Arbor,asst professor,Int Med-Gastroenterology,116005,12-Month,0.3,0
Ann Arbor,asst professor,Molec & Integrative Physiology,118714.29,12-Month,0.7,3324
Ann Arbor,professor,DENT Bio & Materials Science,213799.26,12-Month,1,142176.51
Ann Arbor,asst professor,LSA Molec./Cell./Develop. Bio,90160,9-Month,1,90160
Ann Arbor,professor,Molec & Integrative Physiology,223848,12-Month,1,113361.1
Ann Arbor,professor,Law School,316896,9-Month,0.5,0
Ann Arbor,professor,LSA Anthropology,137496,9-Month,0.75,103122
Ann Arbor,professor,LSA UG: Honors,137496,9-Month,0.25,34374
